"Logdate","dive","Speciesrpt","TimeCode","Camera_view"
"2008-07-13 04:07:04","1162","Plumarella longispina","04 07 04 04","forward"
"2008-07-13 05:28:57","1162","Plumarella longispina","05 28 57 06","forward"
"2008-07-12 17:33:41","1162","Poacher","17 33 41 17","forward"
"2008-07-12 17:34:14","1162","Poacher","17 34 14 24","forward"
"2008-07-12 17:44:01","1162","Poacher","17 44 01 00","forward"
"2008-07-12 18:19:44","1162","Poacher","18 19 44 16","forward"
"2008-07-12 15:48:19","1162","polyline, gear","15 48 19 13","forward"
"2008-07-12 19:49:48","1162","Poraniopsis","19 49 48 18","vertical"
"2008-07-12 19:53:03","1162","Poraniopsis","19 53 03 26","vertical"
"2008-07-12 19:52:51","1162","Poraniopsis","19 52 51 25","forward"
"2008-07-12 18:16:50","1162","Prawn","18 16 50 03","vertical"
"2008-07-12 16:25:43","1162","Primnoa pacifica","16 25 43 10","vertical"
"2008-07-12 16:33:00","1162","Primnoa pacifica","16 33 00 16","vertical"
"2008-07-12 16:45:15","1162","Primnoa pacifica","16 45 15 03","vertical"
"2008-07-12 16:47:38","1162","Primnoa pacifica","16 47 38 13","vertical"
"2008-07-12 17:12:29","1162","Primnoa pacifica","17 12 29 04","vertical"
"2008-07-12 17:45:17","1162","Primnoa pacifica","17 45 17 02","vertical"
"2008-07-12 17:47:34","1162","Primnoa pacifica","17 47 34 26","vertical"
"2008-07-12 18:13:27","1162","Primnoa pacifica","18 13 27 10","vertical"
"2008-07-12 20:39:19","1162","Primnoa pacifica","20 39 19 06","vertical"
"2008-07-12 22:08:29","1162","Primnoa pacifica","22 08 29 02","vertical"
"2008-07-12 22:26:13","1162","Primnoa pacifica","22 26 13 26","vertical"
"2008-07-12 22:32:26","1162","Primnoa pacifica","22 32 26 29","vertical"
"2008-07-12 23:50:46","1162","Primnoa pacifica","23 50 46 07","vertical"
"2008-07-12 23:56:34","1162","Primnoa pacifica","23 56 34 12","vertical"
"2008-07-13 00:03:42","1162","Primnoa pacifica","00 03 42 29","vertical"
"2008-07-13 00:08:50","1162","Primnoa pacifica","00 08 50 07","vertical"
"2008-07-13 00:10:14","1162","Primnoa pacifica","00 10 14 13","vertical"
"2008-07-13 00:13:53","1162","Primnoa pacifica","00 13 53 09","vertical"
"2008-07-13 00:24:01","1162","Primnoa pacifica","00 24 01 13","vertical"
"2008-07-13 01:02:58","1162","Primnoa pacifica","01 02 58 22","vertical"
"2008-07-13 01:21:23","1162","Primnoa pacifica","01 21 23 19","vertical"
"2008-07-13 01:44:20","1162","Primnoa pacifica","01 44 20 22","vertical"
"2008-07-13 01:53:17","1162","Primnoa pacifica","01 53 17 11","vertical"
"2008-07-13 02:47:28","1162","Primnoa pacifica","02 47 28 15","vertical"
"2008-07-13 03:02:59","1162","Primnoa pacifica","03 02 59 07","vertical"
"2008-07-13 03:08:17","1162","Primnoa pacifica","03 08 17 28","vertical"
"2008-07-13 03:12:44","1162","Primnoa pacifica","03 12 44 25","vertical"
"2008-07-13 03:18:45","1162","Primnoa pacifica","03 18 45 20","vertical"
"2008-07-13 04:13:19","1162","Primnoa pacifica","04 13 19 00","vertical"
"2008-07-13 04:24:13","1162","Primnoa pacifica","04 24 13 01","vertical"
"2008-07-13 05:14:14","1162","Primnoa pacifica","05 14 14 27","vertical"
"2008-07-13 05:17:55","1162","Primnoa pacifica","05 17 55 25","vertical"
"2008-07-13 05:34:43","1162","Primnoa pacifica","05 34 43 09","vertical"
"2008-07-13 05:39:17","1162","Primnoa pacifica","05 39 17 26","vertical"
"2008-07-13 05:40:38","1162","Primnoa pacifica","05 40 38 06","vertical"
"2008-07-13 06:03:22","1162","Primnoa pacifica","06 03 22 00","vertical"
"2008-07-13 06:06:24","1162","Primnoa pacifica","06 06 24 18","vertical"
"2008-07-13 06:35:43","1162","Primnoa pacifica","06 35 43 19","vertical"
"2008-07-13 06:40:43","1162","Primnoa pacifica","06 40 43 23","vertical"
"2008-07-13 06:44:25","1162","Primnoa pacifica","06 44 25 08","vertical"
"2008-07-13 06:53:25","1162","Primnoa pacifica","06 53 25 01","vertical"
"2008-07-13 06:58:52","1162","Primnoa pacifica","06 58 52 07","vertical"
"2008-07-13 07:00:24","1162","Primnoa pacifica","07 00 24 29","vertical"
"2008-07-13 07:21:41","1162","Primnoa pacifica","07 21 41 10","vertical"
"2008-07-12 16:26:13","1162","Primnoa pacifica","16 26 13 13","forward"
"2008-07-12 16:27:30","1162","Primnoa pacifica","16 27 30 13","forward"
"2008-07-12 16:33:13","1162","Primnoa pacifica","16 33 13 25","forward"
"2008-07-12 16:45:39","1162","Primnoa pacifica","16 45 39 02","forward"
"2008-07-12 16:50:16","1162","Primnoa pacifica","16 50 16 10","forward"
"2008-07-12 16:53:15","1162","Primnoa pacifica","16 53 15 12","forward"
"2008-07-12 17:12:33","1162","Primnoa pacifica","17 12 33 21","forward"
"2008-07-12 17:23:48","1162","Primnoa pacifica","17 23 48 21","forward"
"2008-07-12 17:45:27","1162","Primnoa pacifica","17 45 27 11","forward"
"2008-07-12 17:47:31","1162","Primnoa pacifica","17 47 31 23","forward"
"2008-07-12 18:13:04","1162","Primnoa pacifica","18 13 04 07","forward"
"2008-07-12 18:15:49","1162","Primnoa pacifica","18 15 49 18","forward"
"2008-07-12 18:17:31","1162","Primnoa pacifica","18 17 31 12","forward"
"2008-07-12 18:18:43","1162","Primnoa pacifica","18 18 43 26","forward"
"2008-07-12 18:19:18","1162","Primnoa pacifica","18 19 18 10","forward"
"2008-07-12 18:37:52","1162","Primnoa pacifica","18 37 52 23","forward"
"2008-07-12 18:38:26","1162","Primnoa pacifica","18 38 26 06","forward"
"2008-07-12 19:01:42","1162","Primnoa pacifica","19 01 42 27","forward"
"2008-07-12 19:03:15","1162","Primnoa pacifica","19 03 15 25","forward"
"2008-07-12 19:11:09","1162","Primnoa pacifica","19 11 09 26","forward"
"2008-07-12 19:11:43","1162","Primnoa pacifica","19 11 43 12","forward"
"2008-07-12 19:15:49","1162","Primnoa pacifica","19 15 49 16","forward"
"2008-07-12 19:36:46","1162","Primnoa pacifica","19 36 46 09","forward"
"2008-07-12 20:14:52","1162","Primnoa pacifica","20 14 52 02","forward"
"2008-07-12 20:29:54","1162","Primnoa pacifica","20 29 54 15","forward"
"2008-07-12 20:32:09","1162","Primnoa pacifica","20 32 09 03","forward"
"2008-07-12 20:34:58","1162","Primnoa pacifica","20 34 58 18","forward"
"2008-07-12 20:36:17","1162","Primnoa pacifica","20 36 17 28","forward"
"2008-07-12 20:37:27","1162","Primnoa pacifica","20 37 27 08","forward"
"2008-07-12 20:38:42","1162","Primnoa pacifica","20 38 42 29","forward"
"2008-07-12 20:53:45","1162","Primnoa pacifica","20 53 45 21","forward"
"2008-07-12 20:54:28","1162","Primnoa pacifica","20 54 28 21","forward"
"2008-07-12 22:06:12","1162","Primnoa pacifica","22 06 12 12","forward"
"2008-07-12 22:07:41","1162","Primnoa pacifica","22 07 41 01","forward"
"2008-07-12 22:08:21","1162","Primnoa pacifica","22 08 21 19","forward"
"2008-07-12 22:24:04","1162","Primnoa pacifica","22 24 04 01","forward"
"2008-07-12 22:25:51","1162","Primnoa pacifica","22 25 51 17","forward"
"2008-07-12 22:27:07","1162","Primnoa pacifica","22 27 07 02","forward"
"2008-07-12 22:27:57","1162","Primnoa pacifica","22 27 57 10","forward"
"2008-07-12 22:43:57","1162","Primnoa pacifica","22 43 57 07","forward"
"2008-07-12 22:49:59","1162","Primnoa pacifica","22 49 59 17","forward"
"2008-07-12 22:51:44","1162","Primnoa pacifica","22 51 44 07","forward"
"2008-07-12 22:53:04","1162","Primnoa pacifica","22 53 04 25","forward"
"2008-07-12 23:49:59","1162","Primnoa pacifica","23 49 59 05","forward"
"2008-07-12 23:56:14","1162","Primnoa pacifica","23 56 14 16","forward"
"2008-07-12 23:57:49","1162","Primnoa pacifica","23 57 49 27","forward"
"2008-07-13 00:03:34","1162","Primnoa pacifica","00 03 34 07","forward"
"2008-07-13 00:08:54","1162","Primnoa pacifica","00 08 54 09","forward"
"2008-07-13 00:09:57","1162","Primnoa pacifica","00 09 57 12","forward"
"2008-07-13 00:14:34","1162","Primnoa pacifica","00 14 34 05","forward"
"2008-07-13 00:15:01","1162","Primnoa pacifica","00 15 01 25","forward"
"2008-07-13 00:21:27","1162","Primnoa pacifica","00 21 27 09","forward"
"2008-07-13 00:23:16","1162","Primnoa pacifica","00 23 16 07","forward"
"2008-07-13 00:41:23","1162","Primnoa pacifica","00 41 23 04","forward"
"2008-07-13 00:41:32","1162","Primnoa pacifica","00 41 32 05","forward"
"2008-07-13 00:42:48","1162","Primnoa pacifica","00 42 48 28","forward"
"2008-07-13 00:56:35","1162","Primnoa pacifica","00 56 35 27","forward"
"2008-07-13 00:56:58","1162","Primnoa pacifica","00 56 58 14","forward"
"2008-07-13 01:02:41","1162","Primnoa pacifica","01 02 41 07","forward"
"2008-07-13 01:23:16","1162","Primnoa pacifica","01 23 16 11","forward"
"2008-07-13 01:43:51","1162","Primnoa pacifica","01 43 51 26","forward"
"2008-07-13 01:53:08","1162","Primnoa pacifica","01 53 08 29","forward"
"2008-07-13 02:47:23","1162","Primnoa pacifica","02 47 23 21","forward"
"2008-07-13 03:08:13","1162","Primnoa pacifica","03 08 13 25","forward"
"2008-07-13 03:11:44","1162","Primnoa pacifica","03 11 44 19","forward"
"2008-07-13 03:12:32","1162","Primnoa pacifica","03 12 32 07","forward"
"2008-07-13 03:13:58","1162","Primnoa pacifica","03 13 58 21","forward"
"2008-07-13 03:18:38","1162","Primnoa pacifica","03 18 38 20","forward"
"2008-07-13 03:19:56","1162","Primnoa pacifica","03 19 56 19","forward"
"2008-07-13 03:36:34","1162","Primnoa pacifica","03 36 34 05","forward"
"2008-07-13 03:47:28","1162","Primnoa pacifica","03 47 28 07","forward"
"2008-07-13 04:13:08","1162","Primnoa pacifica","04 13 08 23","forward"
"2008-07-13 04:24:07","1162","Primnoa pacifica","04 24 07 05","forward"
"2008-07-13 05:13:45","1162","Primnoa pacifica","05 13 45 15","forward"
"2008-07-13 05:17:50","1162","Primnoa pacifica","05 17 50 27","forward"
"2008-07-13 05:34:39","1162","Primnoa pacifica","05 34 39 24","forward"
"2008-07-13 05:39:36","1162","Primnoa pacifica","05 39 36 06","forward"
"2008-07-13 06:02:45","1162","Primnoa pacifica","06 02 45 18","forward"
"2008-07-13 06:05:06","1162","Primnoa pacifica","06 05 06 17","forward"
"2008-07-13 06:06:23","1162","Primnoa pacifica","06 06 23 22","forward"
"2008-07-13 06:35:50","1162","Primnoa pacifica","06 35 50 04","forward"
"2008-07-13 06:38:42","1162","Primnoa pacifica","06 38 42 11","forward"
"2008-07-13 06:40:48","1162","Primnoa pacifica","06 40 48 08","forward"
"2008-07-13 06:44:26","1162","Primnoa pacifica","06 44 26 21","forward"
"2008-07-13 06:46:49","1162","Primnoa pacifica","06 46 49 09","forward"
"2008-07-13 06:53:13","1162","Primnoa pacifica","06 53 13 26","forward"
"2008-07-13 06:57:54","1162","Primnoa pacifica","06 57 54 02","forward"
"2008-07-13 07:22:13","1162","Primnoa pacifica","07 22 13 04","forward"
"2008-07-12 18:07:02","1162","Primnoa pacifica, dead","18 07 02 07","vertical"
"2008-07-12 18:11:26","1162","Primnoa pacifica, dead","18 11 26 03","vertical"
"2008-07-12 18:16:50","1162","Primnoa pacifica, dead","18 16 50 03","vertical"
"2008-07-12 18:17:31","1162","Primnoa pacifica, dead","18 17 31 12","forward"
"2008-07-13 01:36:37","1162","Primnoa pacifica, dead","01 36 37 13","forward"
"2008-07-13 02:07:58","1162","Primnoa pacifica, dead","02 07 58 15","forward"
"2008-07-13 02:22:41","1162","Primnoa pacifica, dead","02 22 41 14","forward"
"2008-07-13 02:50:09","1162","Primnoa pacifica, dead","02 50 09 28","forward"
"2008-07-13 03:02:16","1162","Primnoa pacifica, dead","03 02 16 19","forward"
"2008-07-13 03:33:12","1162","Primnoa pacifica, dead","03 33 12 16","forward"
"2008-07-13 03:54:13","1162","Primnoa pacifica, dead","03 54 13 00","forward"
"2008-07-13 03:55:39","1162","Primnoa pacifica, dead","03 55 39 11","forward"
"2008-07-13 04:00:49","1162","Primnoa pacifica, dead","04 00 49 17","forward"
"2008-07-13 05:01:51","1162","Primnoa pacifica, dead","05 01 51 14","forward"
"2008-07-13 05:47:49","1162","Primnoa pacifica, dead","05 47 49 11","forward"
"2008-07-13 05:55:48","1162","Primnoa pacifica, dead","05 55 48 20","forward"
"2008-07-13 06:22:45","1162","Primnoa pacifica, dead","06 22 45 27","forward"
"2008-07-13 06:30:03","1162","Primnoa pacifica, dead","06 30 03 14","forward"
"2008-07-13 06:33:05","1162","Primnoa pacifica, dead","06 33 05 13","forward"
"2008-07-13 06:52:26","1162","Primnoa pacifica, dead","06 52 26 19","forward"
"2008-07-13 07:12:13","1162","Primnoa pacifica, dead","07 12 13 22","forward"
"2008-07-13 07:16:24","1162","Primnoa pacifica, dead","07 16 24 04","forward"
"2008-07-12 18:13:27","1162","Psolus squamatus","18 13 27 10","vertical"
"2008-07-12 19:50:39","1162","Psolus squamatus","19 50 39 03","vertical"
"2008-07-12 20:03:32","1162","Psolus squamatus","20 03 32 26","vertical"
"2008-07-12 20:30:23","1162","Psolus squamatus","20 30 23 00","vertical"
"2008-07-12 20:49:49","1162","Psolus squamatus","20 49 49 13","vertical"
"2008-07-12 20:51:13","1162","Psolus squamatus","20 51 13 00","vertical"
"2008-07-12 20:52:13","1162","Psolus squamatus","20 52 13 11","vertical"
"2008-07-12 20:58:30","1162","Psolus squamatus","20 58 30 09","vertical"
"2008-07-12 21:58:30","1162","Psolus squamatus","21 58 30 09","vertical"
"2008-07-12 21:03:05","1162","Psolus squamatus","21 03 05 22","vertical"
"2008-07-12 21:15:19","1162","Psolus squamatus","21 15 19 23","vertical"
"2008-07-12 22:06:10","1162","Psolus squamatus","22 06 10 15","vertical"
"2008-07-12 22:22:59","1162","Psolus squamatus","22 22 59 11","vertical"
"2008-07-12 23:31:33","1162","Psolus squamatus","23 31 33 12","vertical"
"2008-07-12 23:35:20","1162","Psolus squamatus","23 35 20 05","vertical"
"2008-07-12 23:42:55","1162","Psolus squamatus","23 42 55 28","vertical"
"2008-07-12 23:48:36","1162","Psolus squamatus","23 48 36 24","vertical"
"2008-07-12 23:57:47","1162","Psolus squamatus","23 57 47 29","vertical"
"2008-07-12 23:59:11","1162","Psolus squamatus","23 59 11 11","vertical"
"2008-07-13 00:02:08","1162","Psolus squamatus","00 02 08 16","vertical"
"2008-07-13 00:05:03","1162","Psolus squamatus","00 05 03 09","vertical"
"2008-07-13 00:10:14","1162","Psolus squamatus","00 10 14 13","vertical"
"2008-07-13 01:11:18","1162","Psolus squamatus","01 11 18 14","vertical"
"2008-07-13 01:20:37","1162","Psolus squamatus","01 20 37 14","vertical"
"2008-07-13 01:30:33","1162","Psolus squamatus","01 30 33 20","vertical"
"2008-07-13 01:44:20","1162","Psolus squamatus","01 44 20 22","vertical"
"2008-07-13 04:04:51","1162","Psolus squamatus","04 04 51 21","vertical"
"2008-07-13 04:20:21","1162","Psolus squamatus","04 20 21 17","vertical"
"2008-07-13 04:35:12","1162","Psolus squamatus","04 35 12 20","vertical"
"2008-07-13 04:58:34","1162","Psolus squamatus","04 58 34 23","vertical"
"2008-07-13 05:11:28","1162","Psolus squamatus","05 11 28 05","vertical"
"2008-07-13 05:57:55","1162","Psolus squamatus","05 57 55 16","vertical"
"2008-07-13 06:41:12","1162","Psolus squamatus","06 41 12 03","vertical"
"2008-07-13 06:48:08","1162","Psolus squamatus","06 48 08 26","vertical"
"2008-07-13 06:53:00","1162","Psolus squamatus","06 53 00 06","vertical"
"2008-07-13 07:21:38","1162","Psolus squamatus","07 21 38 04","vertical"
"2008-07-13 07:21:41","1162","Psolus squamatus","07 21 41 10","vertical"
"2008-07-13 07:24:36","1162","Psolus squamatus","07 24 36 28","vertical"
"2008-07-12 20:13:41","1162","Psolus squamatus","20 13 41 10","forward"
"2008-07-12 20:43:08","1162","Psolus squamatus","20 43 08 19","forward"
"2008-07-12 20:51:29","1162","Psolus squamatus","20 51 29 16","forward"
"2008-07-12 22:21:16","1162","Psolus squamatus","22 21 16 00","forward"
"2008-07-12 23:35:06","1162","Psolus squamatus","23 35 06 03","forward"
"2008-07-12 23:38:22","1162","Psolus squamatus","23 38 22 24","forward"
"2008-07-12 23:43:37","1162","Psolus squamatus","23 43 37 11","forward"
"2008-07-12 23:45:47","1162","Psolus squamatus","23 45 47 23","forward"
"2008-07-12 23:48:08","1162","Psolus squamatus","23 48 08 18","forward"
"2008-07-12 23:52:11","1162","Psolus squamatus","23 52 11 04","forward"
"2008-07-12 23:53:34","1162","Psolus squamatus","23 53 34 20","forward"
"2008-07-12 23:57:06","1162","Psolus squamatus","23 57 06 09","forward"
"2008-07-12 23:57:33","1162","Psolus squamatus","23 57 33 16","forward"
"2008-07-12 23:57:49","1162","Psolus squamatus","23 57 49 27","forward"
"2008-07-12 23:58:10","1162","Psolus squamatus","23 58 10 07","forward"
"2008-07-12 23:58:59","1162","Psolus squamatus","23 58 59 12","forward"
"2008-07-12 23:59:59","1162","Psolus squamatus","23 59 59 19","forward"
"2008-07-13 00:02:20","1162","Psolus squamatus","00 02 20 16","forward"
"2008-07-13 00:02:38","1162","Psolus squamatus","00 02 38 07","forward"
"2008-07-13 00:08:54","1162","Psolus squamatus","00 08 54 09","forward"
"2008-07-13 00:29:36","1162","Pteraster","00 29 36 08","vertical"
"2008-07-13 01:42:38","1162","Pteraster","01 42 38 15","vertical"
"2008-07-13 02:05:22","1162","Pteraster","02 05 22 25","vertical"
"2008-07-13 02:43:07","1162","Pteraster","02 43 07 15","vertical"
"2008-07-13 07:26:50","1162","Pteraster","07 26 50 16","vertical"
"2008-07-13 05:13:42","1162","Pycnopodia helianthoides","05 13 42 26","vertical"
"2008-07-12 17:40:38","1162","Pycnopodia helianthoides","17 40 38 12","forward"
"2008-07-12 17:45:58","1162","Pycnopodia helianthoides","17 45 58 04","forward"
"2008-07-12 20:50:51","1162","Pycnopodia helianthoides","20 50 51 14","forward"
"2008-07-12 23:52:48","1162","Redbanded rockfish","23 52 48 27","forward"
"2008-07-12 17:27:07","1162","Rex sole","17 27 07 29","forward"
"2008-07-12 17:35:29","1162","Rockfish","17 35 29 02","forward"
"2008-07-12 18:13:36","1162","Rockfish","18 13 36 11","forward"
"2008-07-12 18:23:15","1162","Rockfish","18 23 15 14","forward"
"2008-07-12 18:25:08","1162","Rockfish","18 25 08 06","forward"
"2008-07-12 18:50:15","1162","Rockfish","18 50 15 05","forward"
"2008-07-12 19:08:59","1162","Rockfish","19 08 59 14","forward"
"2008-07-12 20:55:04","1162","Rockfish","20 55 04 19","forward"
"2008-07-12 22:22:43","1162","Rockfish","22 22 43 24","forward"
"2008-07-12 23:05:32","1162","Rockfish","23 05 32 01","forward"
"2008-07-12 23:34:10","1162","Rockfish","23 34 10 06","forward"
"2008-07-12 23:43:37","1162","Rockfish","23 43 37 11","forward"
"2008-07-13 00:03:34","1162","Rockfish","00 03 34 07","forward"
"2008-07-12 17:51:10","1162","Rosethorn rockfish","17 51 10 28","forward"
"2008-07-12 18:08:05","1162","Rosethorn rockfish","18 08 05 17","forward"
"2008-07-12 19:06:10","1162","Rosethorn rockfish","19 06 10 23","forward"
"2008-07-12 19:41:34","1162","Rosethorn rockfish","19 41 34 22","forward"
"2008-07-12 19:43:09","1162","Rosethorn rockfish","19 43 09 10","forward"
"2008-07-12 19:50:26","1162","Rosethorn rockfish","19 50 26 26","forward"
"2008-07-12 19:51:00","1162","Rosethorn rockfish","19 51 00 02","forward"
"2008-07-12 20:36:40","1162","Rosethorn rockfish","20 36 40 22","forward"
"2008-07-12 23:41:34","1162","Rosethorn rockfish","23 41 34 05","forward"
"2008-07-12 23:51:49","1162","Rosethorn rockfish","23 51 49 13","forward"
"2008-07-13 00:00:51","1162","Rosethorn rockfish","00 00 51 14","forward"
"2008-07-13 00:01:17","1162","Rosethorn rockfish","00 01 17 13","forward"
"2008-07-13 00:09:57","1162","Rosethorn rockfish","00 09 57 12","forward"
"2008-07-13 00:15:43","1162","Rosethorn rockfish","00 15 43 18","forward"
"2008-07-13 00:21:10","1162","Rosethorn rockfish","00 21 10 12","forward"
"2008-07-13 00:23:16","1162","Rosethorn rockfish","00 23 16 07","forward"
"2008-07-13 00:24:11","1162","Rosethorn rockfish","00 24 11 16","forward"
"2008-07-13 00:35:52","1162","Rosethorn rockfish","00 35 52 00","forward"
"2008-07-13 00:36:52","1162","Rosethorn rockfish","00 36 52 04","forward"
"2008-07-12 17:11:42","1162","sandwaves?","17 11 42 19","forward"
"2008-07-12 23:08:31","1162","Sculpin","23 08 31 14","forward"
"2008-07-12 19:50:26","1162","Sea star","19 50 26 26","forward"
"2008-07-12 15:55:01","1162","Shortspine thornyhead rockfish","15 55 01 25","forward"
"2008-07-12 15:59:02","1162","Shortspine thornyhead rockfish","15 59 02 14","forward"
"2008-07-12 16:56:49","1162","Shortspine thornyhead rockfish","16 56 49 03","forward"
"2008-07-12 17:35:40","1162","Shortspine thornyhead rockfish","17 35 40 16","forward"
"2008-07-12 17:39:01","1162","Shortspine thornyhead rockfish","17 39 01 01","forward"
"2008-07-12 17:45:09","1162","Shortspine thornyhead rockfish","17 45 09 07","forward"
"2008-07-12 18:12:27","1162","Shortspine thornyhead rockfish","18 12 27 14","forward"
"2008-07-12 18:14:11","1162","Shortspine thornyhead rockfish","18 14 11 18","forward"
"2008-07-12 18:20:53","1162","Shortspine thornyhead rockfish","18 20 53 19","forward"
"2008-07-12 18:30:18","1162","Shortspine thornyhead rockfish","18 30 18 18","forward"
"2008-07-12 19:49:55","1162","Shortspine thornyhead rockfish","19 49 55 05","forward"
"2008-07-12 19:50:35","1162","Shortspine thornyhead rockfish","19 50 35 02","forward"
"2008-07-12 23:34:37","1162","Shortspine thornyhead rockfish","23 34 37 13","forward"
"2008-07-12 23:41:34","1162","Shortspine thornyhead rockfish","23 41 34 05","forward"
"2008-07-12 23:43:06","1162","Shortspine thornyhead rockfish","23 43 06 28","forward"
"2008-07-12 23:53:34","1162","Shortspine thornyhead rockfish","23 53 34 20","forward"
"2008-07-12 16:50:16","1162","Shrimp","16 50 16 10","forward"
"2008-07-12 16:56:22","1162","Skate","16 56 22 20","forward"
"2008-07-12 17:26:06","1162","Skate","17 26 06 02","forward"
"2008-07-12 18:31:22","1162","Skate","18 31 22 21","forward"
"2008-07-12 22:29:07","1162","Skate","22 29 07 17","forward"
"2008-07-12 18:14:39","1162","Solaster","18 14 39 20","vertical"
"2008-07-12 20:50:42","1162","Solaster","20 50 42 06","vertical"
"2008-07-12 22:22:59","1162","Solaster","22 22 59 11","vertical"
"2008-07-12 23:02:35","1162","Solaster","23 02 35 00","vertical"
"2008-07-12 23:59:11","1162","Solaster","23 59 11 11","vertical"
"2008-07-13 00:17:06","1162","Solaster","00 17 06 25","vertical"
"2008-07-13 00:20:28","1162","Solaster","00 20 28 21","vertical"
"2008-07-13 00:38:08","1162","Solaster","00 38 08 17","vertical"
"2008-07-13 02:32:16","1162","Solaster","02 32 16 28","vertical"
"2008-07-13 04:31:50","1162","Solaster","04 31 50 29","vertical"
"2008-07-13 05:20:23","1162","Solaster","05 20 23 24","vertical"
"2008-07-13 06:22:54","1162","Solaster","06 22 54 11","vertical"
"2008-07-13 06:23:45","1162","Solaster","06 23 45 09","vertical"
"2008-07-13 06:43:10","1162","Solaster","06 43 10 19","vertical"
"2008-07-13 06:47:36","1162","Solaster","06 47 36 05","vertical"
"2008-07-13 07:11:21","1162","Solaster","07 11 21 18","vertical"
"2008-07-12 18:14:50","1162","Solaster","18 14 50 02","forward"
"2008-07-12 22:22:43","1162","Solaster","22 22 43 24","forward"
"2008-07-12 23:45:47","1162","Solaster","23 45 47 23","forward"
"2008-07-13 00:17:00","1162","Solaster","00 17 00 16","forward"
"2008-07-12 21:34:14","1162","Sponge","21 34 14 07","vertical"
"2008-07-13 01:32:52","1162","Sponge","01 32 52 04","forward"
"2008-07-13 04:36:05","1162","Sponge","04 36 05 29","forward"
"2008-07-13 06:25:12","1162","Sponge","06 25 12 05","forward"
"2008-07-12 23:09:28","1162","Sponge, Cloud","23 09 28 26","vertical"
"2008-07-12 22:57:14","1162","Sponge, Cloud","22 57 14 20","forward"
"2008-07-12 22:59:09","1162","Sponge, Cloud","22 59 09 23","forward"
"2008-07-12 23:05:06","1162","Sponge, Cloud","23 05 06 08","forward"
"2008-07-12 23:08:31","1162","Sponge, Cloud","23 08 31 14","forward"
"2008-07-12 23:09:33","1162","Sponge, Cloud","23 09 33 15","forward"
"2008-07-12 18:17:31","1162","Spot prawn","18 17 31 12","forward"
"2008-07-13 01:12:10","1162","Stomphia, striped","01 12 10 13","vertical"
"2008-07-13 02:44:03","1162","Stomphia, striped","02 44 03 07","vertical"
"2008-07-12 15:44:32","1162","Stronglyocentrotus fragilis","15 44 32 27","vertical"
"2008-07-12 15:46:39","1162","Stronglyocentrotus fragilis","15 46 39 29","vertical"
"2008-07-12 17:12:29","1162","Stronglyocentrotus fragilis","17 12 29 04","vertical"
"2008-07-12 17:26:31","1162","Stronglyocentrotus fragilis","17 26 31 05","vertical"
"2008-07-12 17:29:49","1162","Stronglyocentrotus fragilis","17 29 49 11","vertical"
"2008-07-12 17:32:54","1162","Stronglyocentrotus fragilis","17 32 54 06","vertical"
"2008-07-12 17:40:15","1162","Stronglyocentrotus fragilis","17 40 15 19","vertical"
"2008-07-12 17:44:18","1162","Stronglyocentrotus fragilis","17 44 18 12","vertical"
"2008-07-12 17:57:04","1162","Stronglyocentrotus fragilis","17 57 04 00","vertical"
"2008-07-12 18:03:56","1162","Stronglyocentrotus fragilis","18 03 56 24","vertical"
"2008-07-12 18:15:44","1162","Stronglyocentrotus fragilis","18 15 44 06","vertical"
"2008-07-12 22:23:27","1162","Stronglyocentrotus fragilis","22 23 27 17","vertical"
"2008-07-12 23:31:33","1162","Stronglyocentrotus fragilis","23 31 33 12","vertical"
"2008-07-12 23:35:20","1162","Stronglyocentrotus fragilis","23 35 20 05","vertical"
"2008-07-12 23:39:49","1162","Stronglyocentrotus fragilis","23 39 49 16","vertical"
"2008-07-12 23:42:55","1162","Stronglyocentrotus fragilis","23 42 55 28","vertical"
"2008-07-12 23:43:48","1162","Stronglyocentrotus fragilis","23 43 48 17","vertical"
"2008-07-13 00:27:06","1162","Stronglyocentrotus fragilis","00 27 06 20","vertical"
"2008-07-13 00:44:34","1162","Stronglyocentrotus fragilis","00 44 34 22","vertical"
"2008-07-13 01:34:15","1162","Stronglyocentrotus fragilis","01 34 15 18","vertical"
"2008-07-13 01:39:29","1162","Stronglyocentrotus fragilis","01 39 29 21","vertical"
"2008-07-13 01:43:52","1162","Stronglyocentrotus fragilis","01 43 52 08","vertical"
"2008-07-13 03:16:02","1162","Stronglyocentrotus fragilis","03 16 02 09","vertical"
"2008-07-13 04:46:58","1162","Stronglyocentrotus fragilis","04 46 58 24","vertical"
"2008-07-13 05:27:15","1162","Stronglyocentrotus fragilis","05 27 15 10","vertical"
"2008-07-13 05:56:57","1162","Stronglyocentrotus fragilis","05 56 57 03","vertical"
"2008-07-13 06:02:30","1162","Stronglyocentrotus fragilis","06 02 30 24","vertical"
"2008-07-13 06:04:28","1162","Stronglyocentrotus fragilis","06 04 28 29","vertical"
"2008-07-13 06:07:38","1162","Stronglyocentrotus fragilis","06 07 38 25","vertical"
"2008-07-13 06:34:11","1162","Stronglyocentrotus fragilis","06 34 11 26","vertical"
"2008-07-13 06:42:36","1162","Stronglyocentrotus fragilis","06 42 36 22","vertical"
"2008-07-12 15:46:37","1162","Stronglyocentrotus fragilis","15 46 37 18","forward"
